row_id,ISIS,linkage_position_1based,between_nt_1based,linkage,is_PS,is_PO,is_unknown_linkage
787,596765,11,11-12,PS,True,False,False
787,596765,12,12-13,PS,True,False,False
787,596765,13,13-14,PS,True,False,False
787,596765,14,14-15,PS,True,False,False
787,596765,15,15-16,PS,True,False,False
787,596765,16,16-17,PS,True,False,False
788,596766,1,1-2,PS,True,False,False
788,596766,2,2-3,PS,True,False,False
788,596766,3,3-4,PS,True,False,False
788,596766,4,4-5,PS,True,False,False
788,596766,5,5-6,PS,True,False,False
788,596766,6,6-7,PS,True,False,False
788,596766,7,7-8,PS,True,False,False
788,596766,8,8-9,PS,True,False,False
788,596766,9,9-10,PS,True,False,False
788,596766,10,10-11,PS,True,False,False
788,596766,11,11-12,PS,True,False,False
788,596766,12,12-13,PS,True,False,False
788,596766,13,13-14,PS,True,False,False
788,596766,14,14-15,PS,True,False,False
788,596766,15,15-16,PS,True,False,False
788,596766,16,16-17,PS,True,False,False
789,596767,1,1-2,PS,True,False,False
789,596767,2,2-3,PS,True,False,False
789,596767,3,3-4,PS,True,False,False
789,596767,4,4-5,PS,True,False,False
789,596767,5,5-6,PS,True,False,False
789,596767,6,6-7,PS,True,False,False
789,596767,7,7-8,PS,True,False,False
789,596767,8,8-9,PS,True,False,False
789,596767,9,9-10,PS,True,False,False
789,596767,10,10-11,PS,True,False,False
789,596767,11,11-12,PS,True,False,False
789,596767,12,12-13,PS,True,False,False
789,596767,13,13-14,PS,True,False,False
789,596767,14,14-15,PS,True,False,False
789,596767,15,15-16,PS,True,False,False
789,596767,16,16-17,PS,True,False,False
790,596768,1,1-2,PS,True,False,False
790,596768,2,2-3,PS,True,False,False
790,596768,3,3-4,PS,True,False,False
790,596768,4,4-5,PS,True,False,False
790,596768,5,5-6,PS,True,False,False
790,596768,6,6-7,PS,True,False,False
790,596768,7,7-8,PS,True,False,False
790,596768,8,8-9,PS,True,False,False
790,596768,9,9-10,PS,True,False,False
790,596768,10,10-11,PS,True,False,False
790,596768,11,11-12,PS,True,False,False
790,596768,12,12-13,PS,True,False,False
790,596768,13,13-14,PS,True,False,False
790,596768,14,14-15,PS,True,False,False
790,596768,15,15-16,PS,True,False,False
790,596768,16,16-17,PS,True,False,False
791,596769,1,1-2,PS,True,False,False
791,596769,2,2-3,PS,True,False,False
791,596769,3,3-4,PS,True,False,False
791,596769,4,4-5,PS,True,False,False
791,596769,5,5-6,PS,True,False,False
791,596769,6,6-7,PS,True,False,False
791,596769,7,7-8,PS,True,False,False
791,596769,8,8-9,PS,True,False,False
791,596769,9,9-10,PS,True,False,False
791,596769,10,10-11,PS,True,False,False
791,596769,11,11-12,PS,True,False,False
791,596769,12,12-13,PS,True,False,False
791,596769,13,13-14,PS,True,False,False
791,596769,14,14-15,PS,True,False,False
791,596769,15,15-16,PS,True,False,False
791,596769,16,16-17,PS,True,False,False
792,596770,1,1-2,PS,True,False,False
792,596770,2,2-3,PS,True,False,False
792,596770,3,3-4,PS,True,False,False
792,596770,4,4-5,PS,True,False,False
792,596770,5,5-6,PS,True,False,False
792,596770,6,6-7,PS,True,False,False
792,596770,7,7-8,PS,True,False,False
792,596770,8,8-9,PS,True,False,False
792,596770,9,9-10,PS,True,False,False
792,596770,10,10-11,PS,True,False,False
792,596770,11,11-12,PS,True,False,False
792,596770,12,12-13,PS,True,False,False
792,596770,13,13-14,PS,True,False,False
792,596770,14,14-15,PS,True,False,False
792,596770,15,15-16,PS,True,False,False
792,596770,16,16-17,PS,True,False,False
793,596771,1,1-2,PS,True,False,False
793,596771,2,2-3,PS,True,False,False
793,596771,3,3-4,PS,True,False,False
793,596771,4,4-5,PS,True,False,False
793,596771,5,5-6,PS,True,False,False
793,596771,6,6-7,PS,True,False,False
793,596771,7,7-8,PS,True,False,False
793,596771,8,8-9,PS,True,False,False
793,596771,9,9-10,PS,True,False,False
793,596771,10,10-11,PS,True,False,False
793,596771,11,11-12,PS,True,False,False
793,596771,12,12-13,PS,True,False,False
793,596771,13,13-14,PS,True,False,False
793,596771,14,14-15,PS,True,False,False
793,596771,15,15-16,PS,True,False,False
793,596771,16,16-17,PS,True,False,False
794,596772,1,1-2,PS,True,False,False
794,596772,2,2-3,PS,True,False,False
794,596772,3,3-4,PS,True,False,False
794,596772,4,4-5,PS,True,False,False
794,596772,5,5-6,PS,True,False,False
794,596772,6,6-7,PS,True,False,False
794,596772,7,7-8,PS,True,False,False
794,596772,8,8-9,PS,True,False,False
794,596772,9,9-10,PS,True,False,False
794,596772,10,10-11,PS,True,False,False
794,596772,11,11-12,PS,True,False,False
794,596772,12,12-13,PS,True,False,False
794,596772,13,13-14,PS,True,False,False
794,596772,14,14-15,PS,True,False,False
794,596772,15,15-16,PS,True,False,False
794,596772,16,16-17,PS,True,False,False
795,596773,1,1-2,PS,True,False,False
795,596773,2,2-3,PS,True,False,False
795,596773,3,3-4,PS,True,False,False
795,596773,4,4-5,PS,True,False,False
795,596773,5,5-6,PS,True,False,False
795,596773,6,6-7,PS,True,False,False
795,596773,7,7-8,PS,True,False,False
795,596773,8,8-9,PS,True,False,False
795,596773,9,9-10,PS,True,False,False
795,596773,10,10-11,PS,True,False,False
795,596773,11,11-12,PS,True,False,False
795,596773,12,12-13,PS,True,False,False
795,596773,13,13-14,PS,True,False,False
795,596773,14,14-15,PS,True,False,False
795,596773,15,15-16,PS,True,False,False
795,596773,16,16-17,PS,True,False,False
796,596774,1,1-2,PS,True,False,False
796,596774,2,2-3,PS,True,False,False
796,596774,3,3-4,PS,True,False,False
796,596774,4,4-5,PS,True,False,False
796,596774,5,5-6,PS,True,False,False
796,596774,6,6-7,PS,True,False,False
796,596774,7,7-8,PS,True,False,False
796,596774,8,8-9,PS,True,False,False
796,596774,9,9-10,PS,True,False,False
796,596774,10,10-11,PS,True,False,False
796,596774,11,11-12,PS,True,False,False
796,596774,12,12-13,PS,True,False,False
796,596774,13,13-14,PS,True,False,False
796,596774,14,14-15,PS,True,False,False
796,596774,15,15-16,PS,True,False,False
796,596774,16,16-17,PS,True,False,False
797,596775,1,1-2,PS,True,False,False
797,596775,2,2-3,PS,True,False,False
797,596775,3,3-4,PS,True,False,False
797,596775,4,4-5,PS,True,False,False
797,596775,5,5-6,PS,True,False,False
797,596775,6,6-7,PS,True,False,False
797,596775,7,7-8,PS,True,False,False
797,596775,8,8-9,PS,True,False,False
797,596775,9,9-10,PS,True,False,False
797,596775,10,10-11,PS,True,False,False
797,596775,11,11-12,PS,True,False,False
797,596775,12,12-13,PS,True,False,False
797,596775,13,13-14,PS,True,False,False
797,596775,14,14-15,PS,True,False,False
797,596775,15,15-16,PS,True,False,False
797,596775,16,16-17,PS,True,False,False
798,596776,1,1-2,PS,True,False,False
798,596776,2,2-3,PS,True,False,False
798,596776,3,3-4,PS,True,False,False
798,596776,4,4-5,PS,True,False,False
798,596776,5,5-6,PS,True,False,False
798,596776,6,6-7,PS,True,False,False
798,596776,7,7-8,PS,True,False,False
798,596776,8,8-9,PS,True,False,False
798,596776,9,9-10,PS,True,False,False
798,596776,10,10-11,PS,True,False,False
798,596776,11,11-12,PS,True,False,False
798,596776,12,12-13,PS,True,False,False
798,596776,13,13-14,PS,True,False,False
798,596776,14,14-15,PS,True,False,False
798,596776,15,15-16,PS,True,False,False
798,596776,16,16-17,PS,True,False,False
799,596777,1,1-2,PS,True,False,False
799,596777,2,2-3,PS,True,False,False
799,596777,3,3-4,PS,True,False,False
799,596777,4,4-5,PS,True,False,False
799,596777,5,5-6,PS,True,False,False
799,596777,6,6-7,PS,True,False,False
799,596777,7,7-8,PS,True,False,False
799,596777,8,8-9,PS,True,False,False
799,596777,9,9-10,PS,True,False,False
799,596777,10,10-11,PS,True,False,False
799,596777,11,11-12,PS,True,False,False
799,596777,12,12-13,PS,True,False,False
799,596777,13,13-14,PS,True,False,False
799,596777,14,14-15,PS,True,False,False
799,596777,15,15-16,PS,True,False,False
799,596777,16,16-17,PS,True,False,False
800,596778,1,1-2,PS,True,False,False
800,596778,2,2-3,PS,True,False,False
800,596778,3,3-4,PS,True,False,False
800,596778,4,4-5,PS,True,False,False
800,596778,5,5-6,PS,True,False,False
800,596778,6,6-7,PS,True,False,False
800,596778,7,7-8,PS,True,False,False
800,596778,8,8-9,PS,True,False,False
800,596778,9,9-10,PS,True,False,False
800,596778,10,10-11,PS,True,False,False
800,596778,11,11-12,PS,True,False,False
800,596778,12,12-13,PS,True,False,False
800,596778,13,13-14,PS,True,False,False
800,596778,14,14-15,PS,True,False,False
800,596778,15,15-16,PS,True,False,False
800,596778,16,16-17,PS,True,False,False
801,596779,1,1-2,PS,True,False,False
801,596779,2,2-3,PS,True,False,False
801,596779,3,3-4,PS,True,False,False
801,596779,4,4-5,PS,True,False,False
801,596779,5,5-6,PS,True,False,False
801,596779,6,6-7,PS,True,False,False
801,596779,7,7-8,PS,True,False,False
801,596779,8,8-9,PS,True,False,False
801,596779,9,9-10,PS,True,False,False
801,596779,10,10-11,PS,True,False,False
801,596779,11,11-12,PS,True,False,False
801,596779,12,12-13,PS,True,False,False
801,596779,13,13-14,PS,True,False,False
801,596779,14,14-15,PS,True,False,False
801,596779,15,15-16,PS,True,False,False
801,596779,16,16-17,PS,True,False,False
802,596780,1,1-2,PS,True,False,False
802,596780,2,2-3,PS,True,False,False
802,596780,3,3-4,PS,True,False,False
802,596780,4,4-5,PS,True,False,False
802,596780,5,5-6,PS,True,False,False
802,596780,6,6-7,PS,True,False,False
802,596780,7,7-8,PS,True,False,False
802,596780,8,8-9,PS,True,False,False
802,596780,9,9-10,PS,True,False,False
802,596780,10,10-11,PS,True,False,False
802,596780,11,11-12,PS,True,False,False
802,596780,12,12-13,PS,True,False,False
802,596780,13,13-14,PS,True,False,False
802,596780,14,14-15,PS,True,False,False
802,596780,15,15-16,PS,True,False,False
802,596780,16,16-17,PS,True,False,False
803,596781,1,1-2,PS,True,False,False
803,596781,2,2-3,PS,True,False,False
803,596781,3,3-4,PS,True,False,False
803,596781,4,4-5,PS,True,False,False
803,596781,5,5-6,PS,True,False,False
803,596781,6,6-7,PS,True,False,False
803,596781,7,7-8,PS,True,False,False
803,596781,8,8-9,PS,True,False,False
803,596781,9,9-10,PS,True,False,False
803,596781,10,10-11,PS,True,False,False
803,596781,11,11-12,PS,True,False,False
803,596781,12,12-13,PS,True,False,False
803,596781,13,13-14,PS,True,False,False
803,596781,14,14-15,PS,True,False,False
803,596781,15,15-16,PS,True,False,False
803,596781,16,16-17,PS,True,False,False
804,596782,1,1-2,PS,True,False,False
804,596782,2,2-3,PS,True,False,False
804,596782,3,3-4,PS,True,False,False
804,596782,4,4-5,PS,True,False,False
804,596782,5,5-6,PS,True,False,False
804,596782,6,6-7,PS,True,False,False
804,596782,7,7-8,PS,True,False,False
804,596782,8,8-9,PS,True,False,False
804,596782,9,9-10,PS,True,False,False
804,596782,10,10-11,PS,True,False,False
804,596782,11,11-12,PS,True,False,False
804,596782,12,12-13,PS,True,False,False
804,596782,13,13-14,PS,True,False,False
804,596782,14,14-15,PS,True,False,False
804,596782,15,15-16,PS,True,False,False
804,596782,16,16-17,PS,True,False,False
805,596783,1,1-2,PS,True,False,False
805,596783,2,2-3,PS,True,False,False
805,596783,3,3-4,PS,True,False,False
805,596783,4,4-5,PS,True,False,False
805,596783,5,5-6,PS,True,False,False
805,596783,6,6-7,PS,True,False,False
805,596783,7,7-8,PS,True,False,False
805,596783,8,8-9,PS,True,False,False
805,596783,9,9-10,PS,True,False,False
805,596783,10,10-11,PS,True,False,False
805,596783,11,11-12,PS,True,False,False
805,596783,12,12-13,PS,True,False,False
805,596783,13,13-14,PS,True,False,False
805,596783,14,14-15,PS,True,False,False
805,596783,15,15-16,PS,True,False,False
805,596783,16,16-17,PS,True,False,False
806,596784,1,1-2,PS,True,False,False
806,596784,2,2-3,PS,True,False,False
806,596784,3,3-4,PS,True,False,False
806,596784,4,4-5,PS,True,False,False
806,596784,5,5-6,PS,True,False,False
806,596784,6,6-7,PS,True,False,False
806,596784,7,7-8,PS,True,False,False
806,596784,8,8-9,PS,True,False,False
806,596784,9,9-10,PS,True,False,False
806,596784,10,10-11,PS,True,False,False
806,596784,11,11-12,PS,True,False,False
806,596784,12,12-13,PS,True,False,False
806,596784,13,13-14,PS,True,False,False
806,596784,14,14-15,PS,True,False,False
806,596784,15,15-16,PS,True,False,False
806,596784,16,16-17,PS,True,False,False
807,596785,1,1-2,PS,True,False,False
807,596785,2,2-3,PS,True,False,False
807,596785,3,3-4,PS,True,False,False
807,596785,4,4-5,PS,True,False,False
807,596785,5,5-6,PS,True,False,False
807,596785,6,6-7,PS,True,False,False
807,596785,7,7-8,PS,True,False,False
807,596785,8,8-9,PS,True,False,False
807,596785,9,9-10,PS,True,False,False
807,596785,10,10-11,PS,True,False,False
807,596785,11,11-12,PS,True,False,False
807,596785,12,12-13,PS,True,False,False
807,596785,13,13-14,PS,True,False,False
807,596785,14,14-15,PS,True,False,False
807,596785,15,15-16,PS,True,False,False
807,596785,16,16-17,PS,True,False,False
808,596786,1,1-2,PS,True,False,False
808,596786,2,2-3,PS,True,False,False
808,596786,3,3-4,PS,True,False,False
808,596786,4,4-5,PS,True,False,False
808,596786,5,5-6,PS,True,False,False
808,596786,6,6-7,PS,True,False,False
808,596786,7,7-8,PS,True,False,False
808,596786,8,8-9,PS,True,False,False
808,596786,9,9-10,PS,True,False,False
808,596786,10,10-11,PS,True,False,False
808,596786,11,11-12,PS,True,False,False
808,596786,12,12-13,PS,True,False,False
808,596786,13,13-14,PS,True,False,False
808,596786,14,14-15,PS,True,False,False
808,596786,15,15-16,PS,True,False,False
808,596786,16,16-17,PS,True,False,False
809,596787,1,1-2,PS,True,False,False
809,596787,2,2-3,PS,True,False,False
809,596787,3,3-4,PS,True,False,False
809,596787,4,4-5,PS,True,False,False
809,596787,5,5-6,PS,True,False,False
809,596787,6,6-7,PS,True,False,False
809,596787,7,7-8,PS,True,False,False
809,596787,8,8-9,PS,True,False,False
809,596787,9,9-10,PS,True,False,False
809,596787,10,10-11,PS,True,False,False
809,596787,11,11-12,PS,True,False,False
809,596787,12,12-13,PS,True,False,False
809,596787,13,13-14,PS,True,False,False
809,596787,14,14-15,PS,True,False,False
809,596787,15,15-16,PS,True,False,False
809,596787,16,16-17,PS,True,False,False
810,596788,1,1-2,PS,True,False,False
810,596788,2,2-3,PS,True,False,False
810,596788,3,3-4,PS,True,False,False
810,596788,4,4-5,PS,True,False,False
810,596788,5,5-6,PS,True,False,False
810,596788,6,6-7,PS,True,False,False
810,596788,7,7-8,PS,True,False,False
810,596788,8,8-9,PS,True,False,False
810,596788,9,9-10,PS,True,False,False
810,596788,10,10-11,PS,True,False,False
810,596788,11,11-12,PS,True,False,False
810,596788,12,12-13,PS,True,False,False
810,596788,13,13-14,PS,True,False,False
810,596788,14,14-15,PS,True,False,False
810,596788,15,15-16,PS,True,False,False
810,596788,16,16-17,PS,True,False,False
811,596789,1,1-2,PS,True,False,False
811,596789,2,2-3,PS,True,False,False
811,596789,3,3-4,PS,True,False,False
811,596789,4,4-5,PS,True,False,False
811,596789,5,5-6,PS,True,False,False
811,596789,6,6-7,PS,True,False,False
811,596789,7,7-8,PS,True,False,False
811,596789,8,8-9,PS,True,False,False
811,596789,9,9-10,PS,True,False,False
811,596789,10,10-11,PS,True,False,False
811,596789,11,11-12,PS,True,False,False
811,596789,12,12-13,PS,True,False,False
811,596789,13,13-14,PS,True,False,False
811,596789,14,14-15,PS,True,False,False
811,596789,15,15-16,PS,True,False,False
811,596789,16,16-17,PS,True,False,False
812,596790,1,1-2,PS,True,False,False
812,596790,2,2-3,PS,True,False,False
812,596790,3,3-4,PS,True,False,False
812,596790,4,4-5,PS,True,False,False
812,596790,5,5-6,PS,True,False,False
812,596790,6,6-7,PS,True,False,False
812,596790,7,7-8,PS,True,False,False
812,596790,8,8-9,PS,True,False,False
812,596790,9,9-10,PS,True,False,False
812,596790,10,10-11,PS,True,False,False
812,596790,11,11-12,PS,True,False,False
812,596790,12,12-13,PS,True,False,False
812,596790,13,13-14,PS,True,False,False
812,596790,14,14-15,PS,True,False,False
812,596790,15,15-16,PS,True,False,False
812,596790,16,16-17,PS,True,False,False
813,596791,1,1-2,PS,True,False,False
813,596791,2,2-3,PS,True,False,False
813,596791,3,3-4,PS,True,False,False
813,596791,4,4-5,PS,True,False,False
813,596791,5,5-6,PS,True,False,False
813,596791,6,6-7,PS,True,False,False
813,596791,7,7-8,PS,True,False,False
813,596791,8,8-9,PS,True,False,False
813,596791,9,9-10,PS,True,False,False
813,596791,10,10-11,PS,True,False,False
813,596791,11,11-12,PS,True,False,False
813,596791,12,12-13,PS,True,False,False
813,596791,13,13-14,PS,True,False,False
813,596791,14,14-15,PS,True,False,False
813,596791,15,15-16,PS,True,False,False
813,596791,16,16-17,PS,True,False,False
814,596792,1,1-2,PS,True,False,False
814,596792,2,2-3,PS,True,False,False
814,596792,3,3-4,PS,True,False,False
814,596792,4,4-5,PS,True,False,False
814,596792,5,5-6,PS,True,False,False
814,596792,6,6-7,PS,True,False,False
814,596792,7,7-8,PS,True,False,False
814,596792,8,8-9,PS,True,False,False
814,596792,9,9-10,PS,True,False,False
814,596792,10,10-11,PS,True,False,False
814,596792,11,11-12,PS,True,False,False
814,596792,12,12-13,PS,True,False,False
814,596792,13,13-14,PS,True,False,False
814,596792,14,14-15,PS,True,False,False
814,596792,15,15-16,PS,True,False,False
814,596792,16,16-17,PS,True,False,False
815,596793,1,1-2,PS,True,False,False
815,596793,2,2-3,PS,True,False,False
815,596793,3,3-4,PS,True,False,False
815,596793,4,4-5,PS,True,False,False
815,596793,5,5-6,PS,True,False,False
815,596793,6,6-7,PS,True,False,False
815,596793,7,7-8,PS,True,False,False
815,596793,8,8-9,PS,True,False,False
815,596793,9,9-10,PS,True,False,False
815,596793,10,10-11,PS,True,False,False
815,596793,11,11-12,PS,True,False,False
815,596793,12,12-13,PS,True,False,False
815,596793,13,13-14,PS,True,False,False
815,596793,14,14-15,PS,True,False,False
815,596793,15,15-16,PS,True,False,False
815,596793,16,16-17,PS,True,False,False
816,596794,1,1-2,PS,True,False,False
816,596794,2,2-3,PS,True,False,False
816,596794,3,3-4,PS,True,False,False
816,596794,4,4-5,PS,True,False,False
816,596794,5,5-6,PS,True,False,False
816,596794,6,6-7,PS,True,False,False
816,596794,7,7-8,PS,True,False,False
816,596794,8,8-9,PS,True,False,False
816,596794,9,9-10,PS,True,False,False
816,596794,10,10-11,PS,True,False,False
816,596794,11,11-12,PS,True,False,False
816,596794,12,12-13,PS,True,False,False
816,596794,13,13-14,PS,True,False,False
816,596794,14,14-15,PS,True,False,False
816,596794,15,15-16,PS,True,False,False
816,596794,16,16-17,PS,True,False,False
817,596795,1,1-2,PS,True,False,False
817,596795,2,2-3,PS,True,False,False
817,596795,3,3-4,PS,True,False,False
817,596795,4,4-5,PS,True,False,False
817,596795,5,5-6,PS,True,False,False
817,596795,6,6-7,PS,True,False,False
817,596795,7,7-8,PS,True,False,False
817,596795,8,8-9,PS,True,False,False
817,596795,9,9-10,PS,True,False,False
817,596795,10,10-11,PS,True,False,False
817,596795,11,11-12,PS,True,False,False
817,596795,12,12-13,PS,True,False,False
817,596795,13,13-14,PS,True,False,False
817,596795,14,14-15,PS,True,False,False
817,596795,15,15-16,PS,True,False,False
817,596795,16,16-17,PS,True,False,False
818,596796,1,1-2,PS,True,False,False
818,596796,2,2-3,PS,True,False,False
818,596796,3,3-4,PS,True,False,False
818,596796,4,4-5,PS,True,False,False
818,596796,5,5-6,PS,True,False,False
818,596796,6,6-7,PS,True,False,False
818,596796,7,7-8,PS,True,False,False
818,596796,8,8-9,PS,True,False,False
818,596796,9,9-10,PS,True,False,False
818,596796,10,10-11,PS,True,False,False
818,596796,11,11-12,PS,True,False,False
818,596796,12,12-13,PS,True,False,False
818,596796,13,13-14,PS,True,False,False
818,596796,14,14-15,PS,True,False,False
818,596796,15,15-16,PS,True,False,False
818,596796,16,16-17,PS,True,False,False
819,596797,1,1-2,PS,True,False,False
819,596797,2,2-3,PS,True,False,False
819,596797,3,3-4,PS,True,False,False
819,596797,4,4-5,PS,True,False,False
819,596797,5,5-6,PS,True,False,False
819,596797,6,6-7,PS,True,False,False
819,596797,7,7-8,PS,True,False,False
819,596797,8,8-9,PS,True,False,False
819,596797,9,9-10,PS,True,False,False
819,596797,10,10-11,PS,True,False,False
819,596797,11,11-12,PS,True,False,False
819,596797,12,12-13,PS,True,False,False
819,596797,13,13-14,PS,True,False,False
819,596797,14,14-15,PS,True,False,False
819,596797,15,15-16,PS,True,False,False
819,596797,16,16-17,PS,True,False,False
820,596798,1,1-2,PS,True,False,False
820,596798,2,2-3,PS,True,False,False
820,596798,3,3-4,PS,True,False,False
820,596798,4,4-5,PS,True,False,False
820,596798,5,5-6,PS,True,False,False
820,596798,6,6-7,PS,True,False,False
820,596798,7,7-8,PS,True,False,False
820,596798,8,8-9,PS,True,False,False
820,596798,9,9-10,PS,True,False,False
820,596798,10,10-11,PS,True,False,False
820,596798,11,11-12,PS,True,False,False
820,596798,12,12-13,PS,True,False,False
820,596798,13,13-14,PS,True,False,False
820,596798,14,14-15,PS,True,False,False
820,596798,15,15-16,PS,True,False,False
820,596798,16,16-17,PS,True,False,False
821,596799,1,1-2,PS,True,False,False
821,596799,2,2-3,PS,True,False,False
821,596799,3,3-4,PS,True,False,False
821,596799,4,4-5,PS,True,False,False
821,596799,5,5-6,PS,True,False,False
821,596799,6,6-7,PS,True,False,False
821,596799,7,7-8,PS,True,False,False
821,596799,8,8-9,PS,True,False,False
821,596799,9,9-10,PS,True,False,False
821,596799,10,10-11,PS,True,False,False
821,596799,11,11-12,PS,True,False,False
821,596799,12,12-13,PS,True,False,False
821,596799,13,13-14,PS,True,False,False
821,596799,14,14-15,PS,True,False,False
821,596799,15,15-16,PS,True,False,False
821,596799,16,16-17,PS,True,False,False
822,596800,1,1-2,PS,True,False,False
822,596800,2,2-3,PS,True,False,False
822,596800,3,3-4,PS,True,False,False
822,596800,4,4-5,PS,True,False,False
822,596800,5,5-6,PS,True,False,False
822,596800,6,6-7,PS,True,False,False
822,596800,7,7-8,PS,True,False,False
822,596800,8,8-9,PS,True,False,False
822,596800,9,9-10,PS,True,False,False
822,596800,10,10-11,PS,True,False,False
822,596800,11,11-12,PS,True,False,False
822,596800,12,12-13,PS,True,False,False
822,596800,13,13-14,PS,True,False,False
822,596800,14,14-15,PS,True,False,False
822,596800,15,15-16,PS,True,False,False
822,596800,16,16-17,PS,True,False,False
823,596801,1,1-2,PS,True,False,False
823,596801,2,2-3,PS,True,False,False
823,596801,3,3-4,PS,True,False,False
823,596801,4,4-5,PS,True,False,False
823,596801,5,5-6,PS,True,False,False
823,596801,6,6-7,PS,True,False,False
823,596801,7,7-8,PS,True,False,False
823,596801,8,8-9,PS,True,False,False
823,596801,9,9-10,PS,True,False,False
823,596801,10,10-11,PS,True,False,False
823,596801,11,11-12,PS,True,False,False
823,596801,12,12-13,PS,True,False,False
823,596801,13,13-14,PS,True,False,False
823,596801,14,14-15,PS,True,False,False
823,596801,15,15-16,PS,True,False,False
823,596801,16,16-17,PS,True,False,False
824,596802,1,1-2,PS,True,False,False
824,596802,2,2-3,PS,True,False,False
824,596802,3,3-4,PS,True,False,False
824,596802,4,4-5,PS,True,False,False
824,596802,5,5-6,PS,True,False,False
824,596802,6,6-7,PS,True,False,False
824,596802,7,7-8,PS,True,False,False
824,596802,8,8-9,PS,True,False,False
824,596802,9,9-10,PS,True,False,False
824,596802,10,10-11,PS,True,False,False
824,596802,11,11-12,PS,True,False,False
824,596802,12,12-13,PS,True,False,False
824,596802,13,13-14,PS,True,False,False
824,596802,14,14-15,PS,True,False,False
824,596802,15,15-16,PS,True,False,False
824,596802,16,16-17,PS,True,False,False
825,596803,1,1-2,PS,True,False,False
825,596803,2,2-3,PS,True,False,False
825,596803,3,3-4,PS,True,False,False
825,596803,4,4-5,PS,True,False,False
825,596803,5,5-6,PS,True,False,False
825,596803,6,6-7,PS,True,False,False
825,596803,7,7-8,PS,True,False,False
825,596803,8,8-9,PS,True,False,False
825,596803,9,9-10,PS,True,False,False
825,596803,10,10-11,PS,True,False,False
825,596803,11,11-12,PS,True,False,False
825,596803,12,12-13,PS,True,False,False
825,596803,13,13-14,PS,True,False,False
825,596803,14,14-15,PS,True,False,False
825,596803,15,15-16,PS,True,False,False
825,596803,16,16-17,PS,True,False,False
826,596804,1,1-2,PS,True,False,False
826,596804,2,2-3,PS,True,False,False
826,596804,3,3-4,PS,True,False,False
826,596804,4,4-5,PS,True,False,False
826,596804,5,5-6,PS,True,False,False
826,596804,6,6-7,PS,True,False,False
826,596804,7,7-8,PS,True,False,False
826,596804,8,8-9,PS,True,False,False
826,596804,9,9-10,PS,True,False,False
826,596804,10,10-11,PS,True,False,False
826,596804,11,11-12,PS,True,False,False
826,596804,12,12-13,PS,True,False,False
826,596804,13,13-14,PS,True,False,False
826,596804,14,14-15,PS,True,False,False
826,596804,15,15-16,PS,True,False,False
826,596804,16,16-17,PS,True,False,False
827,596805,1,1-2,PS,True,False,False
827,596805,2,2-3,PS,True,False,False
827,596805,3,3-4,PS,True,False,False
827,596805,4,4-5,PS,True,False,False
827,596805,5,5-6,PS,True,False,False
827,596805,6,6-7,PS,True,False,False
827,596805,7,7-8,PS,True,False,False
827,596805,8,8-9,PS,True,False,False
827,596805,9,9-10,PS,True,False,False
827,596805,10,10-11,PS,True,False,False
827,596805,11,11-12,PS,True,False,False
827,596805,12,12-13,PS,True,False,False
827,596805,13,13-14,PS,True,False,False
827,596805,14,14-15,PS,True,False,False
827,596805,15,15-16,PS,True,False,False
827,596805,16,16-17,PS,True,False,False
828,596806,1,1-2,PS,True,False,False
828,596806,2,2-3,PS,True,False,False
828,596806,3,3-4,PS,True,False,False
828,596806,4,4-5,PS,True,False,False
828,596806,5,5-6,PS,True,False,False
828,596806,6,6-7,PS,True,False,False
828,596806,7,7-8,PS,True,False,False
828,596806,8,8-9,PS,True,False,False
828,596806,9,9-10,PS,True,False,False
828,596806,10,10-11,PS,True,False,False
828,596806,11,11-12,PS,True,False,False
828,596806,12,12-13,PS,True,False,False
828,596806,13,13-14,PS,True,False,False
828,596806,14,14-15,PS,True,False,False
828,596806,15,15-16,PS,True,False,False
828,596806,16,16-17,PS,True,False,False
829,596807,1,1-2,PS,True,False,False
829,596807,2,2-3,PS,True,False,False
829,596807,3,3-4,PS,True,False,False
829,596807,4,4-5,PS,True,False,False
829,596807,5,5-6,PS,True,False,False
829,596807,6,6-7,PS,True,False,False
829,596807,7,7-8,PS,True,False,False
829,596807,8,8-9,PS,True,False,False
829,596807,9,9-10,PS,True,False,False
829,596807,10,10-11,PS,True,False,False
829,596807,11,11-12,PS,True,False,False
829,596807,12,12-13,PS,True,False,False
829,596807,13,13-14,PS,True,False,False
829,596807,14,14-15,PS,True,False,False
829,596807,15,15-16,PS,True,False,False
829,596807,16,16-17,PS,True,False,False
830,596808,1,1-2,PS,True,False,False
830,596808,2,2-3,PS,True,False,False
830,596808,3,3-4,PS,True,False,False
830,596808,4,4-5,PS,True,False,False
830,596808,5,5-6,PS,True,False,False
830,596808,6,6-7,PS,True,False,False
830,596808,7,7-8,PS,True,False,False
830,596808,8,8-9,PS,True,False,False
830,596808,9,9-10,PS,True,False,False
830,596808,10,10-11,PS,True,False,False
830,596808,11,11-12,PS,True,False,False
830,596808,12,12-13,PS,True,False,False
830,596808,13,13-14,PS,True,False,False
830,596808,14,14-15,PS,True,False,False
830,596808,15,15-16,PS,True,False,False
830,596808,16,16-17,PS,True,False,False
831,596809,1,1-2,PS,True,False,False
831,596809,2,2-3,PS,True,False,False
831,596809,3,3-4,PS,True,False,False
